# author: E. Wes Bethel, Oct 2022
# sample data for use with the plot_3vars.py file
Problem Size,Sum Direct,Sum Vector,Sum Indirect
64,0,0.00045353342,0.00012468076
128,0,0.00041889602,0.00023075136
256,0,0.00044460346,0.00012558185
512,0,0.00014713434,0.00012478191
1024,0,0.00015090418,0.00012482328
2048,0,0.00020257866,0.00013053782
