# author: E. Wes Bethel, Oct 2022
# sample data for use with the plot_3vars.py file
Problem Size,Sum Direct,Sum Vector,Sum Indirect
64,0.74918993837,0.06973366968,0.03447599716
128,0.73046018992,0.03774988061,0.00931412419
256,0.38193996858,0.01778357127,0.00855715554
512,0.18972991946,0.00730368893,0.00430600657
1024,0.09691014128,0.00356061511,0.0021522896
2048,0.04697493182,0.00132618044,0.00102903457
